
0,0.0,1.0,35206.0,1,1,Banknote,GHS,4,CV,0,23625
0,0.0,1.0,37281.0,1,1,Banknote,GHS,4,CV,0,23625
3,0.0,1.0,35015.0,1,1,Banknote,GHS,4,CV,0,23628
4,0.0,0.9955555555555555,34953.0,1,1,Banknote,GHS,4,CV,0,23629
6,0.0,1.0,35031.0,1,1,Banknote,GHS,4,CV,0,23631
7,0.0,0.9977777777777778,35594.0,1,1,Banknote,GHS,4,CV,0,23632
8,0.0,0.9977777777777778,35438.0,1,1,Banknote,GHS,4,CV,0,23633
9,0.0,1.0,35483.0,1,1,Banknote,GHS,4,CV,0,23634
0,0.0,1.0,38821.0,1,1,Banknote,GHS,4,CV,0,23625
11,0.0,1.0,35534.0,1,1,Banknote,GHS,4,CV,0,23636
10,0.0,1.0,36487.0,1,1,Banknote,GHS,4,CV,0,23635
12,0.0,0.9977777777777778,36516.0,1,1,Banknote,GHS,4,CV,0,23637
21,0.0,1.0,35637.0,1,1,Banknote,GHS,4,CV,0,23646
19,0.0,0.9977777777777778,37270.0,1,1,Banknote,GHS,4,CV,0,23644
18,0.0,1.0,38176.0,1,1,Banknote,GHS,4,CV,0,23643
22,0.0,1.0,35469.0,1,1,Banknote,GHS,4,CV,0,23647
23,0.0,1.0,35582.0,1,1,Banknote,GHS,4,CV,0,23648
27,0.0,1.0,35155.0,1,1,Banknote,GHS,4,CV,0,23652
16,0.0,1.0,38969.0,1,1,Banknote,GHS,4,CV,0,23641
25,0.0,1.0,35626.0,1,1,Banknote,GHS,4,CV,0,23650
14,0.0,1.0,39932.0,1,1,Banknote,GHS,4,CV,0,23639
32,0.0,1.0,35734.0,1,1,Banknote,GHS,4,CV,0,23657
34,0.0,1.0,36782.0,1,1,Banknote,GHS,4,CV,0,23659
33,0.0,1.0,37381.0,1,1,Banknote,GHS,4,CV,0,23658
24,0.0,1.0,39747.0,1,1,Banknote,GHS,4,CV,0,23649
28,0.0,1.0,39255.0,1,1,Banknote,GHS,4,CV,0,23653
26,0.0,1.0,39830.0,1,1,Banknote,GHS,4,CV,0,23651
29,0.0,1.0,39453.0,1,1,Banknote,GHS,4,CV,0,23654
2,0.0,1.0,47625.0,1,1,Banknote,GHS,4,CV,0,23627
31,0.0,1.0,39733.0,1,1,Banknote,GHS,4,CV,0,23656
15,0.0,1.0,45674.0,1,1,Banknote,GHS,4,CV,0,23640
13,0.0,1.0,46530.0,1,1,Banknote,GHS,4,CV,0,23638
16,0.0,1.0,47766.0,1,1,Banknote,GHS,4,CV,0,23641
20,0.0,1.0,52200.0,1,1,Banknote,GHS,4,CV,0,23645
30,0.0,1.0,64375.0,1,1,Banknote,GHS,4,CV,0,23655
1,0.0,1.0,44671.0,1,1,Banknote,GHS,4,CV,0,23626
17,0.0,1.0,53753.0,1,1,Banknote,GHS,4,CV,0,23642
5,0.0,1.0,66655.0,1,1,Banknote,GHS,4,CV,0,23630
