
0,0.14215686274509798,0.6862745098039216,8563.0,1,1,Haberman,GHS,1,TT,0,135765
1,0.1470588235294118,0.6764705882352942,11207.0,1,1,Haberman,GHS,1,TT,0,135766
11,0.14215686274509798,0.7058823529411764,8719.0,1,1,Haberman,GHS,1,TT,0,135776
3,0.14215686274509798,0.6764705882352942,11188.0,1,1,Haberman,GHS,1,TT,0,135768
2,0.14215686274509798,0.696078431372549,11532.0,1,1,Haberman,GHS,1,TT,0,135767
5,0.14215686274509798,0.696078431372549,10953.0,1,1,Haberman,GHS,1,TT,0,135770
4,0.0,0.7352941176470589,11625.0,1,1,Haberman,GHS,1,TT,0,135769
6,0.14215686274509798,0.7156862745098039,11232.0,1,1,Haberman,GHS,1,TT,0,135771
14,0.14215686274509798,0.696078431372549,8500.0,1,1,Haberman,GHS,1,TT,0,135779
12,0.13725490196078427,0.696078431372549,8798.0,1,1,Haberman,GHS,1,TT,0,135777
8,0.13725490196078427,0.6862745098039216,10921.0,1,1,Haberman,GHS,1,TT,0,135773
13,0.14215686274509798,0.7254901960784313,8919.0,1,1,Haberman,GHS,1,TT,0,135778
7,0.14215686274509798,0.6862745098039216,11125.0,1,1,Haberman,GHS,1,TT,0,135772
14,0.14215686274509798,0.696078431372549,8979.0,1,1,Haberman,GHS,1,TT,0,135779
16,0.14215686274509798,0.6470588235294117,8810.0,1,1,Haberman,GHS,1,TT,0,135781
17,0.13725490196078427,0.6666666666666667,8921.0,1,1,Haberman,GHS,1,TT,0,135782
10,0.14215686274509798,0.6764705882352942,10797.0,1,1,Haberman,GHS,1,TT,0,135775
18,0.14215686274509798,0.6764705882352942,9205.0,1,1,Haberman,GHS,1,TT,0,135783
9,0.14215686274509798,0.696078431372549,11312.0,1,1,Haberman,GHS,1,TT,0,135774
22,0.14215686274509798,0.7058823529411764,8594.0,1,1,Haberman,GHS,1,TT,0,135787
20,0.1470588235294118,0.6764705882352942,8985.0,1,1,Haberman,GHS,1,TT,0,135785
23,0.14215686274509798,0.6666666666666667,8647.0,1,1,Haberman,GHS,1,TT,0,135788
24,0.1470588235294118,0.6764705882352942,8577.0,1,1,Haberman,GHS,1,TT,0,135789
25,0.13725490196078427,0.6666666666666667,8938.0,1,1,Haberman,GHS,1,TT,0,135790
25,0.13725490196078427,0.6666666666666667,9004.0,1,1,Haberman,GHS,1,TT,0,135790
29,0.14215686274509798,0.6862745098039216,8846.0,1,1,Haberman,GHS,1,TT,0,135794
34,0.14215686274509798,0.6666666666666667,8531.0,1,1,Haberman,GHS,1,TT,0,135799
33,0.14215686274509798,0.7058823529411764,8834.0,1,1,Haberman,GHS,1,TT,0,135798
32,0.12745098039215685,0.6862745098039216,9174.0,1,1,Haberman,GHS,1,TT,0,135797
28,0.1470588235294118,0.6666666666666667,10315.0,1,1,Haberman,GHS,1,TT,0,135793
7,0.14215686274509798,0.6862745098039216,14641.0,1,1,Haberman,GHS,1,TT,0,135772
31,0.14215686274509798,0.6568627450980392,11031.0,1,1,Haberman,GHS,1,TT,0,135796
30,0.14215686274509798,0.6764705882352942,11154.0,1,1,Haberman,GHS,1,TT,0,135795
15,0.14215686274509803,0.6666666666666667,9234.0,1,1,Haberman,GHS,1,TT,0,135780
19,0.14215686274509803,0.696078431372549,10781.0,1,1,Haberman,GHS,1,TT,0,135784
26,0.14215686274509803,0.6764705882352942,10035.0,1,1,Haberman,GHS,1,TT,0,135791
21,0.14215686274509803,0.696078431372549,11420.0,1,1,Haberman,GHS,1,TT,0,135786
27,0.14215686274509803,0.7058823529411764,11113.0,1,1,Haberman,GHS,1,TT,0,135792
