
2,0.021739130434782608,0.7571428571428571,8098.0,1,1,Connectionist,DEExp,0,TT,0,206082
4,0.007246376811594203,0.7857142857142857,8114.0,1,1,Connectionist,DEExp,0,TT,0,206084
5,0.036231884057971016,0.8142857142857143,8170.0,1,1,Connectionist,DEExp,0,TT,0,206085
7,0.007246376811594203,0.7714285714285715,8089.0,1,1,Connectionist,DEExp,0,TT,0,206087
8,0.028985507246376812,0.7714285714285715,8137.0,1,1,Connectionist,DEExp,0,TT,0,206088
3,0.028985507246376812,0.8,9265.0,1,1,Connectionist,DEExp,0,TT,0,206083
6,0.021739130434782608,0.7571428571428571,9313.0,1,1,Connectionist,DEExp,0,TT,0,206086
0,0.021739130434782608,0.7571428571428571,10000.0,1,1,Connectionist,DEExp,0,TT,0,206080
1,0.007246376811594203,0.8285714285714285,9938.0,1,1,Connectionist,DEExp,0,TT,0,206081
11,0.021739130434782608,0.7428571428571429,7875.0,1,1,Connectionist,DEExp,0,TT,0,206091
9,0.021739130434782608,0.8,8954.0,1,1,Connectionist,DEExp,0,TT,0,206089
10,0.014492753623188406,0.7714285714285715,8939.0,1,1,Connectionist,DEExp,0,TT,0,206090
13,0.01449275362318836,0.8142857142857143,8000.0,1,1,Connectionist,DEExp,0,TT,0,206093
12,0.021739130434782608,0.7571428571428571,8740.0,1,1,Connectionist,DEExp,0,TT,0,206092
14,0.01449275362318836,0.8428571428571429,7969.0,1,1,Connectionist,DEExp,0,TT,0,206094
17,0.02898550724637683,0.7571428571428571,8140.0,1,1,Connectionist,DEExp,0,TT,0,206097
18,0.028985507246376812,0.8142857142857143,7906.0,1,1,Connectionist,DEExp,0,TT,0,206098
16,0.028985507246376812,0.7571428571428571,8644.0,1,1,Connectionist,DEExp,0,TT,0,206096
15,0.021739130434782608,0.7,8919.0,1,1,Connectionist,DEExp,0,TT,0,206095
19,0.021739130434782608,0.7142857142857143,7938.0,1,1,Connectionist,DEExp,0,TT,0,206099
20,0.028985507246376812,0.7428571428571429,7906.0,1,1,Connectionist,DEExp,0,TT,0,206100
21,0.028985507246376812,0.8285714285714285,9001.0,1,1,Connectionist,DEExp,0,TT,0,206101
22,0.007246376811594203,0.7428571428571429,10186.0,1,1,Connectionist,DEExp,0,TT,0,206102
29,0.021739130434782608,0.7714285714285715,7993.0,1,1,Connectionist,DEExp,0,TT,0,206109
30,0.028985507246376812,0.7857142857142857,8026.0,1,1,Connectionist,DEExp,0,TT,0,206110
31,0.021739130434782608,0.8142857142857143,7976.0,1,1,Connectionist,DEExp,0,TT,0,206111
26,0.021739130434782608,0.7428571428571429,9126.0,1,1,Connectionist,DEExp,0,TT,0,206106
24,0.036231884057971016,0.7571428571428571,10059.0,1,1,Connectionist,DEExp,0,TT,0,206104
23,0.021739130434782608,0.7428571428571429,10094.0,1,1,Connectionist,DEExp,0,TT,0,206103
27,0.036231884057971016,0.7857142857142857,9213.0,1,1,Connectionist,DEExp,0,TT,0,206107
28,0.014492753623188406,0.7714285714285715,9141.0,1,1,Connectionist,DEExp,0,TT,0,206108
25,0.021739130434782608,0.7857142857142857,10155.0,1,1,Connectionist,DEExp,0,TT,0,206105
33,0.021739130434782608,0.7285714285714286,9227.0,1,1,Connectionist,DEExp,0,TT,0,206113
33,0.021739130434782608,0.7285714285714286,9098.0,1,1,Connectionist,DEExp,0,TT,0,206113
32,0.014492753623188406,0.7714285714285715,10083.0,1,1,Connectionist,DEExp,0,TT,0,206112
