
1,0.17,0.7741935483870968,22183.0,1,1,Blood,DEExp,0,TT,0,205941
0,0.166,0.7741935483870968,26070.0,1,1,Blood,DEExp,0,TT,0,205940
4,0.17,0.7741935483870968,25999.0,1,1,Blood,DEExp,0,TT,0,205944
2,0.168,0.7741935483870968,26228.0,1,1,Blood,DEExp,0,TT,0,205942
5,0.166,0.7701612903225806,26014.0,1,1,Blood,DEExp,0,TT,0,205945
3,0.168,0.7701612903225806,26266.0,1,1,Blood,DEExp,0,TT,0,205943
7,0.17,0.7782258064516129,25657.0,1,1,Blood,DEExp,0,TT,0,205947
6,0.166,0.7741935483870968,28040.0,1,1,Blood,DEExp,0,TT,0,205946
7,0.17,0.7782258064516129,27945.0,1,1,Blood,DEExp,0,TT,0,205947
9,0.172,0.7782258064516129,22124.0,1,1,Blood,DEExp,0,TT,0,205949
10,0.17,0.7903225806451613,19781.0,1,1,Blood,DEExp,0,TT,0,205950
11,0.17,0.7661290322580645,19781.0,1,1,Blood,DEExp,0,TT,0,205951
12,0.168,0.7741935483870968,19687.0,1,1,Blood,DEExp,0,TT,0,205952
13,0.17000000000000004,0.7701612903225806,19875.0,1,1,Blood,DEExp,0,TT,0,205953
14,0.16800000000000004,0.782258064516129,19891.0,1,1,Blood,DEExp,0,TT,0,205954
15,0.16600000000000004,0.7903225806451613,19875.0,1,1,Blood,DEExp,0,TT,0,205955
16,0.168,0.7741935483870968,21839.0,1,1,Blood,DEExp,0,TT,0,205956
20,0.17,0.7661290322580645,19990.0,1,1,Blood,DEExp,0,TT,0,205960
18,0.168,0.7782258064516129,20157.0,1,1,Blood,DEExp,0,TT,0,205958
22,0.168,0.782258064516129,20169.0,1,1,Blood,DEExp,0,TT,0,205962
19,0.168,0.7782258064516129,20435.0,1,1,Blood,DEExp,0,TT,0,205959
26,0.168,0.782258064516129,19453.0,1,1,Blood,DEExp,0,TT,0,205966
28,0.168,0.7862903225806451,22112.0,1,1,Blood,DEExp,0,TT,0,205968
33,0.17,0.7862903225806451,20141.0,1,1,Blood,DEExp,0,TT,0,205973
34,0.17,0.7903225806451613,20178.0,1,1,Blood,DEExp,0,TT,0,205974
32,0.168,0.7782258064516129,21024.0,1,1,Blood,DEExp,0,TT,0,205972
17,0.17,0.7661290322580645,27978.0,1,1,Blood,DEExp,0,TT,0,205957
21,0.168,0.7661290322580645,26314.0,1,1,Blood,DEExp,0,TT,0,205961
24,0.17,0.7782258064516129,25847.0,1,1,Blood,DEExp,0,TT,0,205964
23,0.168,0.7741935483870968,25981.0,1,1,Blood,DEExp,0,TT,0,205963
25,0.17,0.7903225806451613,26106.0,1,1,Blood,DEExp,0,TT,0,205965
27,0.17,0.7943548387096774,26201.0,1,1,Blood,DEExp,0,TT,0,205967
29,0.17,0.7782258064516129,25344.0,1,1,Blood,DEExp,0,TT,0,205969
30,0.17,0.7782258064516129,27957.0,1,1,Blood,DEExp,0,TT,0,205970
31,0.17,0.7701612903225806,27938.0,1,1,Blood,DEExp,0,TT,0,205971
