DataSet,100.0:0.3:4.0:0.5,100.0:0.5:8.0:0.95,100.0:0.7:16.0:0.2,100.0:0.95:16.0:0.7,150.0:0.15:20.0:0.7,150.0:0.3:8.0:0.35,150.0:0.5:12.0:0.5,150.0:0.7:4.0:0.35,150.0:0.95:16.0:0.95,200.0:0.15:8.0:0.2,200.0:0.3:12.0:0.2,200.0:0.5:16.0:0.35,200.0:0.7:20.0:0.5,200.0:0.95:4.0:0.7,250.0:0.15:4.0:0.95,250.0:0.3:16.0:0.7,250.0:0.5:20.0:0.2,250.0:0.7:12.0:0.7,250.0:0.95:8.0:0.5,300.0:0.15:16.0:0.5,300.0:0.3:20.0:0.95,300.0:0.5:4.0:0.2,300.0:0.7:8.0:0.7,300.0:0.95:12.0:0.35,100.0:0.95:20.0:0.35,150.0:0.95:16.0:0.2,250.0:0.95:12.0:0.35,200.0:0.7:12.0:0.95,100.0:0.5:8.0:0.7
Ionosphere,0.85385,0.84729,0.85556,0.85698,0.85328,0.85242,0.85613,0.85356,0.8547,0.83989,0.85214,0.85897,0.84758,0.851,0.85071,0.83989,0.84786,0.85299,0.85698,0.851,0.851,0.86211,0.85128,0.84245,0.85926,0.85328,0.85385,0.85157,0.843870.85385,0.84729,0.85556,0.85698,0.85328,0.85242,0.85613,0.85356,0.8547,0.83989,0.85214,0.85897,0.84758,0.851,0.85071,0.83989,0.84786,0.85299,0.85698,0.851,0.851,0.86211,0.85128,0.84245,0.85926,0.85328,0.85385,0.85157,0.84387,
Letter,0.69323,0.69271,0.69283,0.69112,0.69047,0.68942,0.68983,0.69039,0.6915,0.68959,0.69053,0.69034,0.68929,0.68949,0.68946,0.68741,0.68881,0.68662,0.68765,0.68856,0.68873,0.68882,0.68675,0.68931,0.69273,0.68964,0.68719,0.68898,0.691480.69323,0.69271,0.69283,0.69112,0.69047,0.68942,0.68983,0.69039,0.6915,0.68959,0.69053,0.69034,0.68929,0.68949,0.68946,0.68741,0.68881,0.68662,0.68765,0.68856,0.68873,0.68882,0.68675,0.68931,0.69273,0.68964,0.68719,0.68898,0.69148,
Libras,0.766,0.77,0.773,0.762,0.76233,0.76633,0.77133,0.76433,0.76467,0.77267,0.76733,0.75667,0.75633,0.76,0.76833,0.76567,0.768,0.76667,0.75367,0.773,0.775,0.77133,0.772,0.75667,0.75633,0.75467,0.775,0.76867,0.7640.766,0.77,0.773,0.762,0.76233,0.76633,0.77133,0.76433,0.76467,0.77267,0.76733,0.75667,0.75633,0.76,0.76833,0.76567,0.768,0.76667,0.75367,0.773,0.775,0.77133,0.772,0.75667,0.75633,0.75467,0.775,0.76867,0.764,
Optdigits,0.88436,0.88032,0.8819,0.88405,0.88234,0.8824,0.88227,0.88013,0.88169,0.88117,0.87993,0.88221,0.88056,0.88325,0.88045,0.87746,0.88058,0.88141,0.878,0.87906,0.87848,0.87759,0.87854,0.87859,0.88062,0.87787,0.88015,0.88336,0.883050.88436,0.88032,0.8819,0.88405,0.88234,0.8824,0.88227,0.88013,0.88169,0.88117,0.87993,0.88221,0.88056,0.88325,0.88045,0.87746,0.88058,0.88141,0.878,0.87906,0.87848,0.87759,0.87854,0.87859,0.88062,0.87787,0.88015,0.88336,0.88305,
Pen,0.91097,0.91474,0.91664,0.91492,0.91043,0.91225,0.91631,0.9086,0.91341,0.91185,0.91131,0.91534,0.91291,0.91199,0.91424,0.91391,0.91331,0.91102,0.90972,0.91462,0.91462,0.91139,0.91144,0.91257,0.91313,0.91321,0.91349,0.91295,0.914340.91097,0.91474,0.91664,0.91492,0.91043,0.91225,0.91631,0.9086,0.91341,0.91185,0.91131,0.91534,0.91291,0.91199,0.91424,0.91391,0.91331,0.91102,0.90972,0.91462,0.91462,0.91139,0.91144,0.91257,0.91313,0.91321,0.91349,0.91295,0.91434,
QSARBiodegradation,0.85867,0.86152,0.858,0.86171,0.8559,0.85971,0.86124,0.86124,0.86181,0.86162,0.85886,0.85752,0.8619,0.8599,0.85914,0.85762,0.85771,0.86343,0.85895,0.85829,0.85476,0.85962,0.8601,0.86181,0.85886,0.86114,0.8639,0.85895,0.860570.85867,0.86152,0.858,0.86171,0.8559,0.85971,0.86124,0.86124,0.86181,0.86162,0.85886,0.85752,0.8619,0.8599,0.85914,0.85762,0.85771,0.86343,0.85895,0.85829,0.85476,0.85962,0.8601,0.86181,0.85886,0.86114,0.8639,0.85895,0.86057,
Shuttle,0.60618,0.50295,0.52903,0.49483,0.49029,0.48194,0.56261,0.53807,0.48972,0.5098,0.52726,0.52157,0.47685,0.57791,0.55261,0.43815,0.49085,0.48609,0.44903,0.46275,0.47543,0.4781,0.44762,0.47864,0.43485,0.49029,0.51297,0.55397,0.524250.60618,0.50295,0.52903,0.49483,0.49029,0.48194,0.56261,0.53807,0.48972,0.5098,0.52726,0.52157,0.47685,0.57791,0.55261,0.43815,0.49085,0.48609,0.44903,0.46275,0.47543,0.4781,0.44762,0.47864,0.43485,0.49029,0.51297,0.55397,0.52425,
SPECTF,0.35292,0.27417,0.35833,0.31667,0.32083,0.35458,0.34083,0.30292,0.33,0.36042,0.35,0.29542,0.32625,0.30583,0.34125,0.28125,0.31083,0.30292,0.31167,0.3025,0.29708,0.30958,0.33167,0.31542,0.33292,0.30958,0.33292,0.34458,0.280420.35292,0.27417,0.35833,0.31667,0.32083,0.35458,0.34083,0.30292,0.33,0.36042,0.35,0.29542,0.32625,0.30583,0.34125,0.28125,0.31083,0.30292,0.31167,0.3025,0.29708,0.30958,0.33167,0.31542,0.33292,0.30958,0.33292,0.34458,0.28042,
Wilt,0.96915,0.96911,0.96921,0.96886,0.96871,0.96855,0.96886,0.96865,0.96871,0.96849,0.96931,0.96894,0.96911,0.96824,0.9682,0.96915,0.96838,0.96884,0.96888,0.96925,0.96925,0.96871,0.96875,0.96851,0.96871,0.96871,0.96871,0.96898,0.968880.96915,0.96911,0.96921,0.96886,0.96871,0.96855,0.96886,0.96865,0.96871,0.96849,0.96931,0.96894,0.96911,0.96824,0.9682,0.96915,0.96838,0.96884,0.96888,0.96925,0.96925,0.96871,0.96875,0.96851,0.96871,0.96871,0.96871,0.96898,0.96888,
Zoo,0.86129,0.85376,0.85269,0.85806,0.85161,0.86989,0.85269,0.85484,0.85484,0.85269,0.84624,0.86237,0.85806,0.85806,0.85484,0.85054,0.85269,0.85054,0.84409,0.86667,0.86667,0.84839,0.85914,0.84839,0.86667,0.87634,0.84516,0.85161,0.862370.86129,0.85376,0.85269,0.85806,0.85161,0.86989,0.85269,0.85484,0.85484,0.85269,0.84624,0.86237,0.85806,0.85806,0.85484,0.85054,0.85269,0.85054,0.84409,0.86667,0.86667,0.84839,0.85914,0.84839,0.86667,0.87634,0.84516,0.85161,0.86237,
